State,Year,Subject,Score
Washington,2015,English,21.5
West Virginia,2015,English,20.6
Wisconsin,2015,English,21.6
Wyoming,2015,English,19.4
Alabama,2015,Mathematics,18.4
Alaska,2015,Mathematics,21.1
Arizona,2015,Mathematics,20.2
Arkansas,2015,Mathematics,20.0
California,2015,Mathematics,22.7
Colorado,2015,Mathematics,20.4
Connecticut,2015,Mathematics,24.1
Delaware,2015,Mathematics,23.0
District of Columbia,2015,Mathematics,21.1
Florida,2015,Mathematics,19.6
Georgia,2015,Mathematics,20.5
Hawaii,2015,Mathematics,19.1
Idaho,2015,Mathematics,22.2
Illinois,2015,Mathematics,20.7
Indiana,2015,Mathematics,22.0
Iowa,2015,Mathematics,21.5
Kansas,2015,Mathematics,21.6
Kentucky,2015,Mathematics,19.5
Louisiana,2015,Mathematics,18.9
Maine,2015,Mathematics,23.9
Maryland,2015,Mathematics,22.5
Massachusetts,2015,Mathematics,24.6
Michigan,2015,Mathematics,19.9
Minnesota,2015,Mathematics,22.8
Mississippi,2015,Mathematics,18.3
Missouri,2015,Mathematics,21.0
Montana,2015,Mathematics,20.4
Nebraska,2015,Mathematics,21.0
Nevada,2015,Mathematics,21.0
New Hampshire,2015,Mathematics,24.1
New Jersey,2015,Mathematics,23.7
New Mexico,2015,Mathematics,19.8
New York,2015,Mathematics,23.8
North Carolina,2015,Mathematics,19.5
North Dakota,2015,Mathematics,20.6
Ohio,2015,Mathematics,21.7
Oklahoma,2015,Mathematics,19.8
Oregon,2015,Mathematics,21.4
Pennsylvania,2015,Mathematics,22.8
Rhode Island,2015,Mathematics,22.6
South Carolina,2015,Mathematics,20.2
South Dakota,2015,Mathematics,21.7
Tennessee,2015,Mathematics,19.3
Texas,2015,Mathematics,21.1
Utah,2015,Mathematics,19.8
Vermont,2015,Mathematics,23.0
Virginia,2015,Mathematics,22.8
Washington,2015,Mathematics,22.4
West Virginia,2015,Mathematics,19.7
Wisconsin,2015,Mathematics,22.0
Wyoming,2015,Mathematics,19.9
Alabama,2015,Reading,19.7
Alaska,2015,Reading,21.9
Arizona,2015,Reading,20.2
Arkansas,2015,Reading,20.9
California,2015,Reading,22.6
Colorado,2015,Reading,21.0
Connecticut,2015,Reading,24.7
Delaware,2015,Reading,24.1
District of Columbia,2015,Reading,21.5
Florida,2015,Reading,21.0
Georgia,2015,Reading,21.6
Hawaii,2015,Reading,18.6
Idaho,2015,Reading,23.4
Illinois,2015,Reading,20.8
Indiana,2015,Reading,22.6
Iowa,2015,Reading,22.7
Kansas,2015,Reading,22.4
Kentucky,2015,Reading,20.3
Louisiana,2015,Reading,19.7
Maine,2015,Reading,24.6
Maryland,2015,Reading,23.2
Massachusetts,2015,Reading,24.6
Michigan,2015,Reading,20.3
Minnesota,2015,Reading,23.0
Mississippi,2015,Reading,19.3
Missouri,2015,Reading,22.2
Montana,2015,Reading,21.0
Nebraska,2015,Reading,21.9
Nevada,2015,Reading,21.4
New Hampshire,2015,Reading,24.7
New Jersey,2015,Reading,23.3
New Mexico,2015,Reading,20.6
New York,2015,Reading,23.9
North Carolina,2015,Reading,19.2
North Dakota,2015,Reading,20.7
Ohio,2015,Reading,22.5
Oklahoma,2015,Reading,21.5
Oregon,2015,Reading,22.1
Pennsylvania,2015,Reading,23.2
Rhode Island,2015,Reading,23.8
South Carolina,2015,Reading,20.9
South Dakota,2015,Reading,22.4
Tennessee,2015,Reading,20.1
Texas,2015,Reading,21.1
Utah,2015,Reading,20.9
Vermont,2015,Reading,24.1
Virginia,2015,Reading,23.6
Washington,2015,Reading,22.7
West Virginia,2015,Reading,21.5
Wisconsin,2015,Reading,22.5
Wyoming,2015,Reading,20.6
Alabama,2015,Science,19.1
Alaska,2015,Science,20.9
Arizona,2015,Science,19.7
Arkansas,2015,Science,20.3
California,2015,Science,22.0
Colorado,2015,Science,20.8
Connecticut,2015,Science,23.8
Delaware,2015,Science,23.1
District of Columbia,2015,Science,20.7
Florida,2015,Science,19.5
Georgia,2015,Science,20.9
Hawaii,2015,Science,18.4
Idaho,2015,Science,22.4
Illinois,2015,Science,20.6
Indiana,2015,Science,21.8
Iowa,2015,Science,22.3
Kansas,2015,Science,21.8
Kentucky,2015,Science,20.1
Louisiana,2015,Science,19.4
Maine,2015,Science,23.6
Maryland,2015,Science,22.5
Massachusetts,2015,Science,23.8
Michigan,2015,Science,20.4
Minnesota,2015,Science,22.7
Mississippi,2015,Science,19.0
Missouri,2015,Science,21.7
Montana,2015,Science,20.5
Nebraska,2015,Science,21.6
Nevada,2015,Science,20.9
New Hampshire,2015,Science,23.9
New Jersey,2015,Science,22.6
New Mexico,2015,Science,20.3
New York,2015,Science,23.5
North Carolina,2015,Science,19.0
North Dakota,2015,Science,20.8
Ohio,2015,Science,22.1
Oklahoma,2015,Science,20.7
Oregon,2015,Science,21.4
Pennsylvania,2015,Science,22.5
Rhode Island,2015,Science,22.5
South Carolina,2015,Science,20.4
South Dakota,2015,Science,22.1
Tennessee,2015,Science,19.9
Texas,2015,Science,21.0
Utah,2015,Science,20.4
Vermont,2015,Science,23.2
Virginia,2015,Science,22.8
Washington,2015,Science,22.4
West Virginia,2015,Science,20.7
Wisconsin,2015,Science,22.3
Wyoming,2015,Science,20.4
Alabama,2016,Composite,19.1
Alaska,2016,Composite,20.0
Arizona,2016,Composite,20.1
Arkansas,2016,Composite,20.2
California,2016,Composite,22.6
Colorado,2016,Composite,20.6
Connecticut,2016,Composite,24.5
Delaware,2016,Composite,23.6
District of Columbia,2016,Composite,22.2
Florida,2016,Composite,19.9
Georgia,2016,Composite,21.1
Hawaii,2016,Composite,18.7
Idaho,2016,Composite,22.7
Illinois,2016,Composite,20.8
Indiana,2016,Composite,22.3
Iowa,2016,Composite,22.1
Kansas,2016,Composite,21.9
Kentucky,2016,Composite,20.0
Louisiana,2016,Composite,19.5
Maine,2016,Composite,23.6
Maryland,2016,Composite,23.0
Massachusetts,2016,Composite,24.8
Michigan,2016,Composite,20.3
Minnesota,2016,Composite,21.1
Mississippi,2016,Composite,18.4
Missouri,2016,Composite,20.2
Montana,2016,Composite,20.3
Nebraska,2016,Composite,21.4
Nevada,2016,Composite,17.7
New Hampshire,2016,Composite,24.5
New Jersey,2016,Composite,23.1
New Mexico,2016,Composite,19.9
New York,2016,Composite,23.9
North Carolina,2016,Composite,19.1
North Dakota,2016,Composite,20.3
Ohio,2016,Composite,22.0
Oklahoma,2016,Composite,20.4
Oregon,2016,Composite,21.7
Pennsylvania,2016,Composite,23.1
Rhode Island,2016,Composite,23.3
South Carolina,2016,Composite,18.5
South Dakota,2016,Composite,21.9
Tennessee,2016,Composite,19.9
Texas,2016,Composite,20.6
Utah,2016,Composite,20.2
Vermont,2016,Composite,23.4
Virginia,2016,Composite,23.3
Washington,2016,Composite,23.1
West Virginia,2016,Composite,20.7
Wisconsin,2016,Composite,20.5
Wyoming,2016,Composite,20.0
Alabama,2016,English,18.7
Alaska,2016,English,18.9
Arizona,2016,English,19.1
Arkansas,2016,English,19.8
California,2016,English,22.1
Colorado,2016,English,20.0
Connecticut,2016,English,24.4
Delaware,2016,English,23.3
District of Columbia,2016,English,21.8
Florida,2016,English,18.9
Georgia,2016,English,20.7
Hawaii,2016,English,17.6
Idaho,2016,English,22.3
Illinois,2016,English,20.5
Indiana,2016,English,21.6
Iowa,2016,English,21.4
Kansas,2016,English,21.3
Kentucky,2016,English,19.7
Louisiana,2016,English,19.3
Maine,2016,English,23.3
Maryland,2016,English,22.6
Massachusetts,2016,English,24.4
Michigan,2016,English,19.9
Minnesota,2016,English,20.0
Mississippi,2016,English,17.9
Missouri,2016,English,19.7
Montana,2016,English,19.0
Nebraska,2016,English,20.9
Nevada,2016,English,16.2
New Hampshire,2016,English,24.0
New Jersey,2016,English,22.7
New Mexico,2016,English,18.9
New York,2016,English,23.2
North Carolina,2016,English,17.8
North Dakota,2016,English,19.1
Ohio,2016,English,21.2
Oklahoma,2016,English,19.8
Oregon,2016,English,21.0
Pennsylvania,2016,English,22.6
Rhode Island,2016,English,23.1
South Carolina,2016,English,17.3
South Dakota,2016,English,20.9
Tennessee,2016,English,19.6
Texas,2016,English,19.4
Utah,2016,English,19.5
Vermont,2016,English,22.9
Virginia,2016,English,22.9
Washington,2016,English,22.3
West Virginia,2016,English,20.5
Wisconsin,2016,English,19.7
Wyoming,2016,English,19.2
Alabama,2016,Mathematics,18.3
Alaska,2016,Mathematics,20.0
Arizona,2016,Mathematics,20.2
Arkansas,2016,Mathematics,19.6
California,2016,Mathematics,22.7
Colorado,2016,Mathematics,20.3
Connecticut,2016,Mathematics,24.1
Delaware,2016,Mathematics,23.2
District of Columbia,2016,Mathematics,21.8
Florida,2016,Mathematics,19.5
Georgia,2016,Mathematics,20.6
Hawaii,2016,Mathematics,19.1
Idaho,2016,Mathematics,22.1
Illinois,2016,Mathematics,20.6
Indiana,2016,Mathematics,22.1
Iowa,2016,Mathematics,21.4
Kansas,2016,Mathematics,21.5
Kentucky,2016,Mathematics,19.3
Louisiana,2016,Mathematics,18.8
Maine,2016,Mathematics,23.8
Maryland,2016,Mathematics,22.7
Massachusetts,2016,Mathematics,24.9
Michigan,2016,Mathematics,19.9
Minnesota,2016,Mathematics,21.2
Mississippi,2016,Mathematics,18.0
Missouri,2016,Mathematics,19.8
Montana,2016,Mathematics,20.2
Nebraska,2016,Mathematics,20.8
Nevada,2016,Mathematics,18.0
New Hampshire,2016,Mathematics,24.4
New Jersey,2016,Mathematics,23.3
New Mexico,2016,Mathematics,19.5
New York,2016,Mathematics,23.9
North Carolina,2016,Mathematics,19.4
North Dakota,2016,Mathematics,20.3
Ohio,2016,Mathematics,21.6
Oklahoma,2016,Mathematics,19.5
Oregon,2016,Mathematics,21.4
Pennsylvania,2016,Mathematics,23.0
Rhode Island,2016,Mathematics,22.9
South Carolina,2016,Mathematics,18.5
South Dakota,2016,Mathematics,21.7
Tennessee,2016,Mathematics,19.2
Texas,2016,Mathematics,20.7
Utah,2016,Mathematics,19.7
Vermont,2016,Mathematics,22.9
Virginia,2016,Mathematics,22.9
Washington,2016,Mathematics,23.2
West Virginia,2016,Mathematics,19.6
Wisconsin,2016,Mathematics,20.4
Wyoming,2016,Mathematics,19.6
Alabama,2016,Reading,19.7
Alaska,2016,Reading,20.6
Arizona,2016,Reading,20.5
Arkansas,2016,Reading,20.7
California,2016,Reading,22.9
Colorado,2016,Reading,20.9
Connecticut,2016,Reading,25.0
Delaware,2016,Reading,24.3
District of Columbia,2016,Reading,22.8
Florida,2016,Reading,21.1
Georgia,2016,Reading,21.8
Hawaii,2016,Reading,19.0
Idaho,2016,Reading,23.5
Illinois,2016,Reading,21.0
Indiana,2016,Reading,22.9
Iowa,2016,Reading,22.7
Kansas,2016,Reading,22.5
Kentucky,2016,Reading,20.6
Louisiana,2016,Reading,19.9
Maine,2016,Reading,23.9
Maryland,2016,Reading,23.6
Massachusetts,2016,Reading,25.3
Michigan,2016,Reading,20.7
Minnesota,2016,Reading,21.3
Mississippi,2016,Reading,18.7
Missouri,2016,Reading,20.6
Montana,2016,Reading,20.8
Nebraska,2016,Reading,21.8
Nevada,2016,Reading,18.1
New Hampshire,2016,Reading,25.1
New Jersey,2016,Reading,23.5
New Mexico,2016,Reading,20.5
New York,2016,Reading,24.4
North Carolina,2016,Reading,19.5
North Dakota,2016,Reading,20.7
Ohio,2016,Reading,22.5
Oklahoma,2016,Reading,21.3
Oregon,2016,Reading,22.3
Pennsylvania,2016,Reading,23.6
Rhode Island,2016,Reading,24.0
South Carolina,2016,Reading,19.0
South Dakota,2016,Reading,22.4
Tennessee,2016,Reading,20.3
Texas,2016,Reading,21.0
Utah,2016,Reading,20.9
Vermont,2016,Reading,24.1
Virginia,2016,Reading,24.0
Washington,2016,Reading,23.6
West Virginia,2016,Reading,21.5
Wisconsin,2016,Reading,20.7
Wyoming,2016,Reading,20.4
Alabama,2016,Science,19.1
Alaska,2016,Science,19.8
Arizona,2016,Science,20.0
Arkansas,2016,Science,20.2
California,2016,Science,22.1
Colorado,2016,Science,20.9
Connecticut,2016,Science,24.1
Delaware,2016,Science,23.2
District of Columbia,2016,Science,21.7
Florida,2016,Science,19.5
Georgia,2016,Science,21.0
Hawaii,2016,Science,18.6
Idaho,2016,Science,22.4
Illinois,2016,Science,20.6
Indiana,2016,Science,22.0
Iowa,2016,Science,22.3
Kansas,2016,Science,21.8
Kentucky,2016,Science,19.9
Louisiana,2016,Science,19.6
Maine,2016,Science,23.1
Maryland,2016,Science,22.8
Massachusetts,2016,Science,24.1
Michigan,2016,Science,20.5
Minnesota,2016,Science,21.3
Mississippi,2016,Science,18.5
Missouri,2016,Science,20.4
Montana,2016,Science,20.5
Nebraska,2016,Science,21.5
Nevada,2016,Science,18.1
New Hampshire,2016,Science,24.1
New Jersey,2016,Science,22.5
New Mexico,2016,Science,20.1
New York,2016,Science,23.7
North Carolina,2016,Science,19.2
North Dakota,2016,Science,20.7
Ohio,2016,Science,22.0
Oklahoma,2016,Science,20.5
Oregon,2016,Science,21.6
Pennsylvania,2016,Science,22.8
Rhode Island,2016,Science,22.8
South Carolina,2016,Science,18.6
South Dakota,2016,Science,22.2
Tennessee,2016,Science,19.9
Texas,2016,Science,20.7
Utah,2016,Science,20.3
Vermont,2016,Science,23.2
Virginia,2016,Science,23.1
Washington,2016,Science,22.9
West Virginia,2016,Science,20.7
Wisconsin,2016,Science,20.7
Wyoming,2016,Science,20.4
Alabama,2017,Composite,19.2
Alaska,2017,Composite,19.8
Arizona,2017,Composite,19.7
Arkansas,2017,Composite,19.4
California,2017,Composite,22.8
Colorado,2017,Composite,20.8
Connecticut,2017,Composite,25.2
Delaware,2017,Composite,24.1
District of Columbia,2017,Composite,24.2
Florida,2017,Composite,19.8
Georgia,2017,Composite,21.4
Hawaii,2017,Composite,19.0
Idaho,2017,Composite,22.3
Illinois,2017,Composite,21.4
Indiana,2017,Composite,22.6
Iowa,2017,Composite,21.9
Kansas,2017,Composite,21.7
Kentucky,2017,Composite,20.0
Louisiana,2017,Composite,19.5
Maine,2017,Composite,24.3
Maryland,2017,Composite,23.6
Massachusetts,2017,Composite,25.4
Michigan,2017,Composite,24.1
Minnesota,2017,Composite,21.5
Mississippi,2017,Composite,18.6
Missouri,2017,Composite,20.4
Montana,2017,Composite,20.3
Nebraska,2017,Composite,21.4
Nevada,2017,Composite,17.8
New Hampshire,2017,Composite,25.5
New Jersey,2017,Composite,23.9
New Mexico,2017,Composite,19.7
New York,2017,Composite,24.2
North Carolina,2017,Composite,19.1
North Dakota,2017,Composite,20.3
Ohio,2017,Composite,22.0
Oklahoma,2017,Composite,19.4
Oregon,2017,Composite,21.8
Pennsylvania,2017,Composite,23.7
Rhode Island,2017,Composite,24.0
South Carolina,2017,Composite,18.7
South Dakota,2017,Composite,21.8
Tennessee,2017,Composite,19.8
Texas,2017,Composite,20.7
Utah,2017,Composite,20.3
Vermont,2017,Composite,23.6
Virginia,2017,Composite,23.8
Washington,2017,Composite,21.9
West Virginia,2017,Composite,20.4
Wisconsin,2017,Composite,20.5
Wyoming,2017,Composite,20.2
Alabama,2017,English,18.9
Alaska,2017,English,18.7
Arizona,2017,English,18.6
Arkansas,2017,English,18.9
California,2017,English,22.5
Colorado,2017,English,20.1
Connecticut,2017,English,25.5
Delaware,2017,English,24.1
District of Columbia,2017,English,24.4
Florida,2017,English,19.0
Georgia,2017,English,21.0
Hawaii,2017,English,17.8
Idaho,2017,English,21.9
Illinois,2017,English,21.0
Indiana,2017,English,22.0
Iowa,2017,English,21.2
Kansas,2017,English,21.1
Kentucky,2017,English,19.6
Louisiana,2017,English,19.4
Maine,2017,English,24.2
Maryland,2017,English,23.3
Massachusetts,2017,English,25.4
Michigan,2017,English,24.1
Minnesota,2017,English,20.4
Mississippi,2017,English,18.2
Missouri,2017,English,19.8
Montana,2017,English,19.0
Nebraska,2017,English,20.9
Nevada,2017,English,16.3
New Hampshire,2017,English,25.4
New Jersey,2017,English,23.8
New Mexico,2017,English,18.6
New York,2017,English,23.8
North Carolina,2017,English,17.8
North Dakota,2017,English,19.0
Ohio,2017,English,21.2
Oklahoma,2017,English,18.5
Oregon,2017,English,21.2
Pennsylvania,2017,English,23.4
Rhode Island,2017,English,24.0
South Carolina,2017,English,17.5
South Dakota,2017,English,20.7
Tennessee,2017,English,19.5
Texas,2017,English,19.5
Utah,2017,English,19.5
Vermont,2017,English,23.3
Virginia,2017,English,23.5
Washington,2017,English,20.9
West Virginia,2017,English,20.0
Wisconsin,2017,English,19.7
Wyoming,2017,English,19.4
Alabama,2017,Mathematics,18.4
Alaska,2017,Mathematics,19.8
Arizona,2017,Mathematics,19.8
Arkansas,2017,Mathematics,19.0
California,2017,Mathematics,22.7
Colorado,2017,Mathematics,20.3
Connecticut,2017,Mathematics,24.6
Delaware,2017,Mathematics,23.4
District of Columbia,2017,Mathematics,23.5
Florida,2017,Mathematics,19.4
Georgia,2017,Mathematics,20.9
Hawaii,2017,Mathematics,19.2
Idaho,2017,Mathematics,21.8
Illinois,2017,Mathematics,21.2
Indiana,2017,Mathematics,22.4
Iowa,2017,Mathematics,21.3
Kansas,2017,Mathematics,21.3
Kentucky,2017,Mathematics,19.4
Louisiana,2017,Mathematics,18.8
Maine,2017,Mathematics,24.0
Maryland,2017,Mathematics,23.1
Massachusetts,2017,Mathematics,25.3
Michigan,2017,Mathematics,23.7
Minnesota,2017,Mathematics,21.5
Mississippi,2017,Mathematics,18.1
Missouri,2017,Mathematics,19.9
Montana,2017,Mathematics,20.2
Nebraska,2017,Mathematics,20.9
Nevada,2017,Mathematics,18.0
New Hampshire,2017,Mathematics,25.1
New Jersey,2017,Mathematics,23.8
New Mexico,2017,Mathematics,19.4
New York,2017,Mathematics,24.0
North Carolina,2017,Mathematics,19.3
North Dakota,2017,Mathematics,20.4
Ohio,2017,Mathematics,21.6
Oklahoma,2017,Mathematics,18.8
Oregon,2017,Mathematics,21.5
Pennsylvania,2017,Mathematics,23.4
Rhode Island,2017,Mathematics,23.3
South Carolina,2017,Mathematics,18.6
South Dakota,2017,Mathematics,21.5
Tennessee,2017,Mathematics,19.2
Texas,2017,Mathematics,20.7
Utah,2017,Mathematics,19.9
Vermont,2017,Mathematics,23.1
Virginia,2017,Mathematics,23.3
Washington,2017,Mathematics,21.9
West Virginia,2017,Mathematics,19.4
Wisconsin,2017,Mathematics,20.4
Wyoming,2017,Mathematics,19.8
Alabama,2017,Reading,19.7
Alaska,2017,Reading,20.4
Arizona,2017,Reading,20.1
Arkansas,2017,Reading,19.7
California,2017,Reading,23.1
Colorado,2017,Reading,21.2
Connecticut,2017,Reading,25.6
Delaware,2017,Reading,24.8
District of Columbia,2017,Reading,24.9
Florida,2017,Reading,21.0
Georgia,2017,Reading,22.0
Hawaii,2017,Reading,19.2
Idaho,2017,Reading,23.0
Illinois,2017,Reading,21.6
Indiana,2017,Reading,23.2
Iowa,2017,Reading,22.6
Kansas,2017,Reading,22.3
Kentucky,2017,Reading,20.5
Louisiana,2017,Reading,19.8
Maine,2017,Reading,24.8
Maryland,2017,Reading,24.2
Massachusetts,2017,Reading,25.9
Michigan,2017,Reading,24.5
Minnesota,2017,Reading,21.8
Mississippi,2017,Reading,18.8
Missouri,2017,Reading,20.8
Montana,2017,Reading,21.0
Nebraska,2017,Reading,21.9
Nevada,2017,Reading,18.1
New Hampshire,2017,Reading,26.0
New Jersey,2017,Reading,24.1
New Mexico,2017,Reading,20.4
New York,2017,Reading,24.6
North Carolina,2017,Reading,19.6
North Dakota,2017,Reading,20.5
Ohio,2017,Reading,22.5
Oklahoma,2017,Reading,20.1
Oregon,2017,Reading,22.4
Pennsylvania,2017,Reading,24.2
Rhode Island,2017,Reading,24.7
South Carolina,2017,Reading,19.1
South Dakota,2017,Reading,22.3
Tennessee,2017,Reading,20.1
Texas,2017,Reading,21.1
Utah,2017,Reading,20.8
Vermont,2017,Reading,24.4
Virginia,2017,Reading,24.6
Washington,2017,Reading,22.1
West Virginia,2017,Reading,21.2
Wisconsin,2017,Reading,20.6
Wyoming,2017,Reading,20.8
Alabama,2017,Science,19.4
Alaska,2017,Science,19.9
Arizona,2017,Science,19.8
Arkansas,2017,Science,19.5
California,2017,Science,22.2
Colorado,2017,Science,20.9
Connecticut,2017,Science,24.6
Delaware,2017,Science,23.6
District of Columbia,2017,Science,23.5
Florida,2017,Science,19.4
Georgia,2017,Science,21.3
Hawaii,2017,Science,19.3
Idaho,2017,Science,22.1
Illinois,2017,Science,21.3
Indiana,2017,Science,22.3
Iowa,2017,Science,22.1
Kansas,2017,Science,21.7
Kentucky,2017,Science,20.1
Louisiana,2017,Science,19.6
Maine,2017,Science,23.7
Maryland,2017,Science,23.2
Massachusetts,2017,Science,24.7
Michigan,2017,Science,23.8
Minnesota,2017,Science,21.6
Mississippi,2017,Science,18.8
Missouri,2017,Science,20.5
Montana,2017,Science,20.5
Nebraska,2017,Science,21.5
Nevada,2017,Science,18.2
New Hampshire,2017,Science,24.9
New Jersey,2017,Science,23.2
New Mexico,2017,Science,20.0
New York,2017,Science,23.9
North Carolina,2017,Science,19.3
North Dakota,2017,Science,20.6
Ohio,2017,Science,22.0
Oklahoma,2017,Science,19.6
Oregon,2017,Science,21.7
Pennsylvania,2017,Science,23.3
Rhode Island,2017,Science,23.4
South Carolina,2017,Science,18.9
South Dakota,2017,Science,22.0
Tennessee,2017,Science,19.9
Texas,2017,Science,20.9
Utah,2017,Science,20.6
Vermont,2017,Science,23.2
Virginia,2017,Science,23.5
Washington,2017,Science,22.0
West Virginia,2017,Science,20.5
Wisconsin,2017,Science,20.9
Wyoming,2017,Science,20.6
United States,2018,Composite,20.8
Alabama,2018,Composite,19.1
Alaska,2018,Composite,20.8
Arizona,2018,Composite,19.2
Arkansas,2018,Composite,19.4
California,2018,Composite,22.7
Colorado,2018,Composite,23.9
Connecticut,2018,Composite,25.6
Delaware,2018,Composite,23.8
District of Columbia,2018,Composite,23.6
Florida,2018,Composite,19.9
Georgia,2018,Composite,21.4
Hawaii,2018,Composite,18.9
Idaho,2018,Composite,22.3
Illinois,2018,Composite,23.9
Indiana,2018,Composite,22.5
Iowa,2018,Composite,21.8
Kansas,2018,Composite,21.6
Kentucky,2018,Composite,20.2
Louisiana,2018,Composite,19.2
Maine,2018,Composite,24.0
Maryland,2018,Composite,22.5
Massachusetts,2018,Composite,25.5
Michigan,2018,Composite,24.4
Minnesota,2018,Composite,21.3
Mississippi,2018,Composite,18.6
Missouri,2018,Composite,20.0
Montana,2018,Composite,20.0
Nebraska,2018,Composite,20.1
Nevada,2018,Composite,17.7
New Hampshire,2018,Composite,25.1
New Jersey,2018,Composite,23.7
New Mexico,2018,Composite,19.4
New York,2018,Composite,24.5
North Carolina,2018,Composite,19.1
North Dakota,2018,Composite,20.3
Ohio,2018,Composite,20.3
Oklahoma,2018,Composite,19.3
Oregon,2018,Composite,21.3
Pennsylvania,2018,Composite,23.5
Rhode Island,2018,Composite,24.2
South Carolina,2018,Composite,18.3
South Dakota,2018,Composite,21.9
Tennessee,2018,Composite,19.6
Texas,2018,Composite,20.6
Utah,2018,Composite,20.4
Vermont,2018,Composite,24.1
Virginia,2018,Composite,23.9
Washington,2018,Composite,22.2
West Virginia,2018,Composite,20.3
Wisconsin,2018,Composite,20.5
Wyoming,2018,Composite,20.0
United States,2018,English,20.2
Alabama,2018,English,18.9
Alaska,2018,English,19.8
Arizona,2018,English,18.2
Arkansas,2018,English,19.1
California,2018,English,22.5
Colorado,2018,English,23.9
Connecticut,2018,English,26.0
Delaware,2018,English,23.7
District of Columbia,2018,English,23.7
Florida,2018,English,19.2
Georgia,2018,English,20.9
Hawaii,2018,English,18.2
Idaho,2018,English,21.9
Illinois,2018,English,24.1
Indiana,2018,English,21.9
Iowa,2018,English,21.0
Kansas,2018,English,21.0
Kentucky,2018,English,19.9
Louisiana,2018,English,19.0
Maine,2018,English,23.8
Maryland,2018,English,22.1
Massachusetts,2018,English,25.5
Michigan,2018,English,24.5
Minnesota,2018,English,20.2
Mississippi,2018,English,18.2
Missouri,2018,English,19.5
Montana,2018,English,18.7
Nebraska,2018,English,19.4
Nevada,2018,English,16.6
New Hampshire,2018,English,25.1
New Jersey,2018,English,23.8
New Mexico,2018,English,18.3
New York,2018,English,24.2
North Carolina,2018,English,18.0
North Dakota,2018,English,19.1
Ohio,2018,English,19.3
Oklahoma,2018,English,18.4
Oregon,2018,English,20.6
Pennsylvania,2018,English,23.3
Rhode Island,2018,English,24.4
South Carolina,2018,English,17.3
South Dakota,2018,English,20.8
Tennessee,2018,English,19.4
Texas,2018,English,19.6
Utah,2018,English,19.7
Vermont,2018,English,23.9
Virginia,2018,English,23.8
Washington,2018,English,21.4
West Virginia,2018,English,19.8
Wisconsin,2018,English,19.8
Wyoming,2018,English,19.0
United States,2018,Mathematics,20.5
Alabama,2018,Mathematics,18.3
Alaska,2018,Mathematics,20.6
Arizona,2018,Mathematics,19.4
Arkansas,2018,Mathematics,18.9
California,2018,Mathematics,22.5
Colorado,2018,Mathematics,23.2
Connecticut,2018,Mathematics,24.8
Delaware,2018,Mathematics,23.1
District of Columbia,2018,Mathematics,22.7
Florida,2018,Mathematics,19.3
Georgia,2018,Mathematics,20.7
Hawaii,2018,Mathematics,19.0
Idaho,2018,Mathematics,21.6
Illinois,2018,Mathematics,23.4
Indiana,2018,Mathematics,22.3
Iowa,2018,Mathematics,21.2
Kansas,2018,Mathematics,21.1
Kentucky,2018,Mathematics,19.7
Louisiana,2018,Mathematics,18.5
Maine,2018,Mathematics,23.6
Maryland,2018,Mathematics,22.0
Massachusetts,2018,Mathematics,25.2
Michigan,2018,Mathematics,23.9
Minnesota,2018,Mathematics,21.4
Mississippi,2018,Mathematics,18.1
Missouri,2018,Mathematics,19.7
Montana,2018,Mathematics,19.9
Nebraska,2018,Mathematics,19.8
Nevada,2018,Mathematics,17.8
New Hampshire,2018,Mathematics,24.7
New Jersey,2018,Mathematics,23.6
New Mexico,2018,Mathematics,19.1
New York,2018,Mathematics,24.2
North Carolina,2018,Mathematics,19.3
North Dakota,2018,Mathematics,20.3
Ohio,2018,Mathematics,20.3
Oklahoma,2018,Mathematics,18.8
Oregon,2018,Mathematics,20.9
Pennsylvania,2018,Mathematics,23.2
Rhode Island,2018,Mathematics,23.6
South Carolina,2018,Mathematics,18.2
South Dakota,2018,Mathematics,21.6
Tennessee,2018,Mathematics,19.1
Texas,2018,Mathematics,20.6
Utah,2018,Mathematics,19.9
Vermont,2018,Mathematics,23.4
Virginia,2018,Mathematics,23.3
Washington,2018,Mathematics,22.2
West Virginia,2018,Mathematics,19.4
Wisconsin,2018,Mathematics,20.3
Wyoming,2018,Mathematics,19.7
United States,2018,Reading,21.3
Alabama,2018,Reading,19.6
Alaska,2018,Reading,21.6
Arizona,2018,Reading,19.5
Arkansas,2018,Reading,19.7
California,2018,Reading,23.0
Colorado,2018,Reading,24.4
Connecticut,2018,Reading,26.1
Delaware,2018,Reading,24.5
District of Columbia,2018,Reading,24.4
Florida,2018,Reading,21.1
Georgia,2018,Reading,22.1
Hawaii,2018,Reading,19.1
Idaho,2018,Reading,23.2
Illinois,2018,Reading,24.2
Indiana,2018,Reading,23.1
Iowa,2018,Reading,22.5
Kansas,2018,Reading,22.3
Kentucky,2018,Reading,20.8
Louisiana,2018,Reading,19.6
Maine,2018,Reading,24.7
Maryland,2018,Reading,23.1
Massachusetts,2018,Reading,25.9
Michigan,2018,Reading,24.7
Minnesota,2018,Reading,21.7
Mississippi,2018,Reading,18.9
Missouri,2018,Reading,20.5
Montana,2018,Reading,20.7
Nebraska,2018,Reading,20.4
Nevada,2018,Reading,18.0
New Hampshire,2018,Reading,25.6
New Jersey,2018,Reading,24.0
New Mexico,2018,Reading,20.1
